car_id,date,dealer_name,dealer_region,company_id,model,engine,transmission,color,body_style,price_$
C_CND_012646,2023-04-09,Tri-State Mack Inc,Scottsdale,CMP_016,A6,Overhead Camshaft,Manual,Black,SUV,25001
C_CND_012813,2023-04-15,Chrysler of Tri-Cities,Pasco,CMP_026,Cutlass,Double Overhead Camshaft,Auto,Red,Sedan,41000
C_CND_013029,2023-04-21,Classic Chevy,Scottsdale,CMP_027,LS400,Double Overhead Camshaft,Auto,Black,Sedan,22000
C_CND_013560,2023-05-09,Scrivener Performance Engineering,Greenville,CMP_004,Celica,Double Overhead Camshaft,Auto,Pale White,SUV,45001
C_CND_013744,2023-05-16,Pars Auto Sales,Janesville,CMP_005,TL,Double Overhead Camshaft,Auto,Red,Hatchback,16001
C_CND_014070,2023-05-26,Ryder Truck Rental and Leasing,Middletown,CMP_021,SLK230,Overhead Camshaft,Manual,Red,Hatchback,71000
C_CND_014164,2023-05-28,Iceberg Rentals,Janesville,CMP_004,RAV4,Overhead Camshaft,Manual,Pale White,Hatchback,22000
C_CND_014192,2023-05-29,Star Enterprises Inc,Pasco,CMP_019,Regal,Double Overhead Camshaft,Auto,Black,Passenger,19000
C_CND_014206,2023-05-29,Race Car Help,Greenville,CMP_018,Passat,Overhead Camshaft,Manual,Pale White,Hatchback,27001
C_CND_014320,2023-05-30,Clay Johnson Auto Sales,Greenville,CMP_018,Jetta,Overhead Camshaft,Manual,Pale White,Passenger,27501
C_CND_014629,2023-06-10,Enterprise Rent A Car,Aurora,CMP_016,A4,Double Overhead Camshaft,Auto,Black,Hardtop,27000
C_CND_015109,2023-06-21,Clay Johnson Auto Sales,Austin,CMP_018,GTI,Overhead Camshaft,Manual,Black,SUV,25050
C_CND_015180,2023-06-24,Chrysler Plymouth,Janesville,CMP_006,3000GT,Double Overhead Camshaft,Auto,Pale White,Sedan,19500
C_CND_015349,2023-06-28,Tri-State Mack Inc,Scottsdale,CMP_012,Outback,Overhead Camshaft,Manual,Pale White,SUV,49100
C_CND_015391,2023-07-01,Progressive Shippers Cooperative Association No,Janesville,CMP_029,3-Sep,Double Overhead Camshaft,Auto,Pale White,Sedan,69501
C_CND_015404,2023-07-01,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_026,Intrigue,Double Overhead Camshaft,Auto,Pale White,SUV,39000
C_CND_015730,2023-07-14,Enterprise Rent A Car,Aurora,CMP_027,LX470,Overhead Camshaft,Manual,Pale White,SUV,54300
C_CND_016008,2023-07-19,Chrysler of Tri-Cities,Pasco,CMP_011,300M,Double Overhead Camshaft,Auto,Pale White,SUV,16001
C_CND_016043,2023-07-19,Suburban Ford,Aurora,CMP_020,LS,Overhead Camshaft,Manual,Pale White,Sedan,14001
C_CND_016346,2023-07-28,Rabun Used Car Sales,Austin,CMP_014,Accord,Double Overhead Camshaft,Auto,Pale White,Sedan,19000
C_CND_016566,2023-08-08,Chrysler of Tri-Cities,Pasco,CMP_018,Beetle,Overhead Camshaft,Manual,Pale White,SUV,21001
C_CND_016747,2023-08-15,New Castle Ford Lincoln Mercury,Aurora,CMP_011,300M,Double Overhead Camshaft,Auto,Red,SUV,16000
C_CND_016812,2023-08-18,Progressive Shippers Cooperative Association No,Janesville,CMP_004,Land Cruiser,Double Overhead Camshaft,Auto,Red,SUV,33000
C_CND_016831,2023-08-19,Tri-State Mack Inc,Scottsdale,CMP_021,SL-Class,Overhead Camshaft,Manual,Pale White,SUV,26000
C_CND_016910,2023-08-21,Pars Auto Sales,Greenville,CMP_017,Carrera Coupe,Double Overhead Camshaft,Auto,Red,SUV,22000
C_CND_017030,2023-08-23,Gartner Buick Hyundai Saab,Pasco,CMP_024,Bonneville,Double Overhead Camshaft,Auto,Red,Hatchback,19000
C_CND_017094,2023-08-26,Nebo Chevrolet,Middletown,CMP_013,Elantra,Overhead Camshaft,Manual,Pale White,Sedan,26000
C_CND_017267,2023-08-29,New Castle Ford Lincoln Mercury,Pasco,CMP_024,Bonneville,Double Overhead Camshaft,Auto,Pale White,Hatchback,19000
C_CND_017336,2023-09-01,U-Haul CO,Austin,CMP_008,Frontier,Overhead Camshaft,Manual,Pale White,Hatchback,12001
C_CND_017859,2023-09-05,Chrysler Plymouth,Aurora,CMP_006,3000GT,Double Overhead Camshaft,Auto,Red,Sedan,19000
C_CND_017900,2023-09-06,C & M Motors Inc,Aurora,CMP_009,Sable,Double Overhead Camshaft,Auto,Red,Sedan,39500
C_CND_018138,2023-09-11,Tri-State Mack Inc,Scottsdale,CMP_008,Pathfinder,Double Overhead Camshaft,Auto,Red,SUV,31000
C_CND_018183,2023-09-11,Star Enterprises Inc,Pasco,CMP_004,Celica,Overhead Camshaft,Manual,Pale White,SUV,14500
C_CND_018360,2023-09-15,Race Car Help,Greenville,CMP_008,Frontier,Double Overhead Camshaft,Auto,Pale White,Hatchback,26500
C_CND_018589,2023-09-19,Race Car Help,Austin,CMP_027,LS400,Double Overhead Camshaft,Auto,Pale White,Sedan,27000
C_CND_018922,2023-09-25,Suburban Ford,Janesville,CMP_024,Sunfire,Overhead Camshaft,Manual,Red,Sedan,43000
C_CND_019113,2023-09-29,Chrysler Plymouth,Janesville,CMP_010,528i,Overhead Camshaft,Manual,Red,SUV,25400
C_CND_019127,2023-09-29,Star Enterprises Inc,Austin,CMP_028,Prowler,Overhead Camshaft,Manual,Pale White,Hatchback,16000
C_CND_019235,2023-10-03,Chrysler Plymouth,Janesville,CMP_016,A6,Double Overhead Camshaft,Auto,Black,SUV,27000
C_CND_019266,2023-10-04,Diehl Motor CO Inc,Middletown,CMP_018,Jetta,Double Overhead Camshaft,Auto,Black,Passenger,22000
C_CND_019497,2023-10-13,Capitol KIA,Greenville,CMP_004,RAV4,Overhead Camshaft,Manual,Pale White,Hatchback,22000
C_CND_019587,2023-10-15,Chrysler Plymouth,Janesville,CMP_021,SLK,Overhead Camshaft,Manual,Pale White,Passenger,17001
C_CND_019706,2023-10-20,Nebo Chevrolet,Austin,CMP_015,I30,Overhead Camshaft,Manual,Pale White,Hardtop,22000
C_CND_020237,2023-11-03,Star Enterprises Inc,Pasco,CMP_012,Forester,Overhead Camshaft,Manual,Pale White,Hardtop,26000
C_CND_020351,2023-11-04,Progressive Shippers Cooperative Association No,Janesville,CMP_005,RL,Double Overhead Camshaft,Auto,Black,SUV,24000
C_CND_020607,2023-11-08,Capitol KIA,Greenville,CMP_014,CR-V,Double Overhead Camshaft,Auto,Pale White,SUV,22001
C_CND_020894,2023-11-12,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_020,LW,Double Overhead Camshaft,Auto,Pale White,Hatchback,18001
C_CND_020922,2023-11-12,Motor Vehicle Branch Office,Austin,CMP_014,CR-V,Double Overhead Camshaft,Auto,Black,SUV,31000
C_CND_021025,2023-11-13,New Castle Ford Lincoln Mercury,Aurora,CMP_012,Outback,Double Overhead Camshaft,Auto,Pale White,SUV,57300
C_CND_021030,2023-11-13,Race Car Help,Austin,CMP_018,Passat,Double Overhead Camshaft,Auto,Pale White,Hatchback,32500
C_CND_021057,2023-11-14,Scrivener Performance Engineering,Austin,CMP_014,Passport,Overhead Camshaft,Manual,Black,SUV,22000
C_CND_021298,2023-11-19,Motor Vehicle Branch Office,Austin,CMP_007,Malibu,Overhead Camshaft,Manual,Pale White,SUV,14001
C_CND_021693,2023-11-25,Classic Chevy,Scottsdale,CMP_002,Ram Van,Double Overhead Camshaft,Auto,Pale White,Hatchback,31101
C_CND_021864,2023-11-27,New Castle Ford Lincoln Mercury,Aurora,CMP_008,Quest,Overhead Camshaft,Manual,Black,SUV,38000
C_CND_022472,2023-12-06,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_011,LHS,Double Overhead Camshaft,Auto,Pale White,Hatchback,21000
C_CND_022646,2023-12-09,Ryder Truck Rental and Leasing,Aurora,CMP_010,323i,Double Overhead Camshaft,Auto,Red,Hatchback,15500
C_CND_022772,2023-12-11,Diehl Motor CO Inc,Middletown,CMP_001,Explorer,Double Overhead Camshaft,Auto,Red,Hatchback,41501
C_CND_022883,2023-12-11,Capitol KIA,Janesville,CMP_011,LHS,Overhead Camshaft,Manual,Black,Hatchback,51000
C_CND_022968,2023-12-12,Scrivener Performance Engineering,Janesville,CMP_027,LS400,Double Overhead Camshaft,Auto,Pale White,Sedan,46000
C_CND_023545,2023-12-25,Suburban Ford,Greenville,CMP_001,Focus,Overhead Camshaft,Manual,Red,Hardtop,17000
C_CND_000171,2022-01-13,Scrivener Performance Engineering,Greenville,CMP_025,Continental,Overhead Camshaft,Manual,Pale White,Passenger,82000
C_CND_000467,2022-02-14,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_025,Navigator,Double Overhead Camshaft,Auto,Black,Sedan,19000
C_CND_000710,2022-03-05,Race Car Help,Austin,CMP_006,3000GT,Overhead Camshaft,Manual,Pale White,Sedan,21000
C_CND_001123,2022-03-22,Motor Vehicle Branch Office,Austin,CMP_011,Sebring Coupe,Overhead Camshaft,Manual,Pale White,Sedan,26500
C_CND_001149,2022-03-22,Progressive Shippers Cooperative Association No,Janesville,CMP_011,Sebring Conv.,Double Overhead Camshaft,Auto,Black,SUV,16000
C_CND_001259,2022-03-28,Suburban Ford,Janesville,CMP_019,LeSabre,Overhead Camshaft,Manual,Black,Sedan,20000
C_CND_001370,2022-04-02,C & M Motors Inc,Greenville,CMP_003,Eldorado,Double Overhead Camshaft,Auto,Red,Passenger,31000
C_CND_001431,2022-04-05,Suburban Ford,Janesville,CMP_023,S70,Overhead Camshaft,Manual,Black,Hardtop,22001
C_CND_001558,2022-04-10,Enterprise Rent A Car,Aurora,CMP_026,Aurora,Overhead Camshaft,Manual,Red,Passenger,71000
C_CND_001716,2022-04-16,Star Enterprises Inc,Pasco,CMP_010,323i,Double Overhead Camshaft,Auto,Red,Hatchback,19000
C_CND_001843,2022-04-18,U-Haul CO,Austin,CMP_005,RL,Overhead Camshaft,Manual,Pale White,SUV,17000
C_CND_002139,2022-04-30,Buddy Storbeck's Diesel Service Inc,Janesville,CMP_009,Grand Marquis,Overhead Camshaft,Manual,Red,SUV,71000
C_CND_002387,2022-05-12,Saab-Belle Dodge,Aurora,CMP_004,Sienna,Overhead Camshaft,Manual,Black,Passenger,12000
C_CND_002396,2022-05-12,Suburban Ford,Janesville,CMP_002,Ram Pickup,Overhead Camshaft,Manual,Pale White,Hardtop,16000
C_CND_002821,2022-05-31,Pars Auto Sales,Greenville,CMP_027,LS400,Overhead Camshaft,Manual,Pale White,Sedan,54000
C_CND_003042,2022-06-09,Rabun Used Car Sales,Scottsdale,CMP_028,Voyager,Overhead Camshaft,Manual,Red,Passenger,12000
C_CND_003104,2022-06-11,Diehl Motor CO Inc,Middletown,CMP_024,Sunfire,Double Overhead Camshaft,Auto,Black,Sedan,18000
C_CND_003882,2022-07-11,Pars Auto Sales,Greenville,CMP_024,Grand Am,Double Overhead Camshaft,Auto,Red,SUV,31000
C_CND_004194,2022-07-26,Nebo Chevrolet,Middletown,CMP_018,Jetta,Overhead Camshaft,Manual,Red,Passenger,24001
C_CND_004297,2022-08-02,U-Haul CO,Austin,CMP_001,Contour,Double Overhead Camshaft,Auto,Pale White,Sedan,62000
C_CND_004584,2022-08-11,Saab-Belle Dodge,Aurora,CMP_028,Prowler,Overhead Camshaft,Manual,Red,Hatchback,71000
C_CND_004634,2022-08-15,Clay Johnson Auto Sales,Austin,CMP_011,Town & Country,Overhead Camshaft,Manual,Pale White,Sedan,17000
C_CND_004807,2022-08-21,C & M Motors Inc,Janesville,CMP_024,Sunfire,Overhead Camshaft,Manual,Pale White,Sedan,28000
C_CND_005298,2022-09-06,Saab-Belle Dodge,Aurora,CMP_021,S-Class,Overhead Camshaft,Manual,Pale White,SUV,21000
C_CND_005454,2022-09-10,McKinney Dodge Chrysler Jeep,Pasco,CMP_021,E-Class,Double Overhead Camshaft,Auto,Pale White,Sedan,15000
C_CND_005549,2022-09-12,U-Haul CO,Austin,CMP_007,Impala,Double Overhead Camshaft,Auto,Black,Hatchback,21000
C_CND_006072,2022-09-21,Scrivener Performance Engineering,Greenville,CMP_023,S40,Overhead Camshaft,Manual,Black,Sedan,36500
C_CND_006307,2022-09-25,Scrivener Performance Engineering,Greenville,CMP_021,S-Class,Overhead Camshaft,Manual,Black,SUV,85000
C_CND_006657,2022-10-02,C & M Motors Inc,Pasco,CMP_002,Ram Pickup,Overhead Camshaft,Manual,Pale White,Hardtop,21500
C_CND_006901,2022-10-12,Chrysler Plymouth,Janesville,CMP_018,Jetta,Overhead Camshaft,Manual,Pale White,Passenger,24000
C_CND_007048,2022-10-20,Motor Vehicle Branch Office,Austin,CMP_027,LS400,Overhead Camshaft,Manual,Red,Sedan,13000
C_CND_007273,2022-10-29,Suburban Ford,Janesville,CMP_001,Taurus,Overhead Camshaft,Manual,Black,SUV,43000
C_CND_007719,2022-11-08,Enterprise Rent A Car,Aurora,CMP_004,Tacoma,Double Overhead Camshaft,Auto,Pale White,Hardtop,53001
C_CND_007816,2022-11-09,Scrivener Performance Engineering,Greenville,CMP_001,Mustang,Double Overhead Camshaft,Auto,Black,Hatchback,9000
C_CND_008149,2022-11-15,Scrivener Performance Engineering,Greenville,CMP_002,Stratus,Overhead Camshaft,Manual,Red,Hatchback,25951
C_CND_008313,2022-11-20,C & M Motors Inc,Aurora,CMP_014,Passport,Overhead Camshaft,Manual,Pale White,Hatchback,13000
C_CND_008423,2022-11-20,New Castle Ford Lincoln Mercury,Austin,CMP_021,SLK230,Overhead Camshaft,Manual,Pale White,Hatchback,14000
C_CND_008724,2022-11-26,Race Car Help,Austin,CMP_001,Crown Victoria,Double Overhead Camshaft,Auto,Red,Passenger,29001
C_CND_008944,2022-11-29,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_027,LS400,Double Overhead Camshaft,Auto,Pale White,Sedan,27000
C_CND_008989,2022-11-30,Chrysler Plymouth,Janesville,CMP_003,Eldorado,Double Overhead Camshaft,Auto,Black,Passenger,60500
C_CND_009168,2022-12-04,Progressive Shippers Cooperative Association No,Janesville,CMP_018,Beetle,Double Overhead Camshaft,Auto,Red,Hatchback,45501
C_CND_009675,2022-12-11,Progressive Shippers Cooperative Association No,Janesville,CMP_028,Neon,Overhead Camshaft,Manual,Black,SUV,29000
C_CND_010219,2022-12-21,Capitol KIA,Aurora,CMP_021,E-Class,Double Overhead Camshaft,Auto,Pale White,Sedan,31000
C_CND_010297,2022-12-24,C & M Motors Inc,Aurora,CMP_002,Stratus,Double Overhead Camshaft,Auto,Pale White,Hatchback,31001
C_CND_010555,2022-12-28,Diehl Motor CO Inc,Middletown,CMP_023,C70,Overhead Camshaft,Manual,Black,Hatchback,17000
C_CND_010620,2022-12-31,Saab-Belle Dodge,Aurora,CMP_027,GS300,Overhead Camshaft,Manual,Black,Passenger,51000
C_CND_010699,2023-01-04,Race Car Help,Austin,CMP_018,Beetle,Double Overhead Camshaft,Auto,Red,Hardtop,45001
C_CND_010763,2023-01-09,Iceberg Rentals,Janesville,CMP_004,Land Cruiser,Double Overhead Camshaft,Auto,Black,SUV,21000
C_CND_010886,2023-01-17,Pitre Buick-Pontiac-Gmc of Scottsdale,Austin,CMP_002,Durango,Overhead Camshaft,Manual,Black,SUV,22000
C_CND_010975,2023-01-22,Star Enterprises Inc,Greenville,CMP_001,Windstar,Overhead Camshaft,Manual,Pale White,Sedan,17000
C_CND_011274,2023-02-07,Clay Johnson Auto Sales,Austin,CMP_003,Seville,Overhead Camshaft,Manual,Black,Hardtop,44000
C_CND_011533,2023-02-28,New Castle Ford Lincoln Mercury,Aurora,CMP_020,LW,Overhead Camshaft,Manual,Red,Hatchback,49001
C_CND_011632,2023-03-03,Iceberg Rentals,Scottsdale,CMP_010,323i,Double Overhead Camshaft,Auto,Black,Hatchback,9001
C_CND_012309,2023-03-29,Chrysler of Tri-Cities,Pasco,CMP_009,Cougar,Double Overhead Camshaft,Auto,Black,Hatchback,33800
C_CND_012488,2023-04-04,U-Haul CO,Austin,CMP_019,Century,Double Overhead Camshaft,Auto,Pale White,SUV,17000
C_CND_012494,2023-04-04,New Castle Ford Lincoln Mercury,Aurora,CMP_024,Bonneville,Double Overhead Camshaft,Auto,Red,Hatchback,19001
C_CND_012788,2023-04-14,Pars Auto Sales,Greenville,CMP_023,S40,Double Overhead Camshaft,Auto,Red,Sedan,29001
C_CND_012870,2023-04-17,Tri-State Mack Inc,Scottsdale,CMP_002,Intrepid,Overhead Camshaft,Manual,Black,Sedan,11000
C_CND_013347,2023-05-03,Diehl Motor CO Inc,Scottsdale,CMP_002,Ram Van,Double Overhead Camshaft,Auto,Pale White,Hatchback,15001
C_CND_013485,2023-05-07,Saab-Belle Dodge,Aurora,CMP_023,V70,Double Overhead Camshaft,Auto,Black,Passenger,39001
C_CND_013971,2023-05-23,U-Haul CO,Greenville,CMP_018,Beetle,Double Overhead Camshaft,Auto,Red,Hardtop,45000
C_CND_014060,2023-05-26,Rabun Used Car Sales,Scottsdale,CMP_003,Eldorado,Double Overhead Camshaft,Auto,Black,Passenger,60000
C_CND_014129,2023-05-27,Motor Vehicle Branch Office,Austin,CMP_007,Corvette,Double Overhead Camshaft,Auto,Red,SUV,35001
C_CND_014137,2023-05-28,Gartner Buick Hyundai Saab,Greenville,CMP_026,Cutlass,Double Overhead Camshaft,Auto,Pale White,Sedan,46001
C_CND_014403,2023-06-04,Tri-State Mack Inc,Scottsdale,CMP_001,Mustang,Double Overhead Camshaft,Auto,Pale White,Hatchback,22000
C_CND_014481,2023-06-05,Iceberg Rentals,Janesville,CMP_006,Montero Sport,Double Overhead Camshaft,Auto,Pale White,Hardtop,53000
C_CND_014739,2023-06-12,Clay Johnson Auto Sales,Austin,CMP_013,Sonata,Overhead Camshaft,Manual,Pale White,SUV,21001
C_CND_014758,2023-06-12,C & M Motors Inc,Aurora,CMP_019,Park Avenue,Overhead Camshaft,Manual,Black,Hatchback,29001
C_CND_014849,2023-06-14,Saab-Belle Dodge,Aurora,CMP_021,C-Class,Overhead Camshaft,Manual,Pale White,Hatchback,17201
C_CND_014866,2023-06-14,Ryder Truck Rental and Leasing,Austin,CMP_003,Escalade,Overhead Camshaft,Manual,Black,Sedan,34000
C_CND_015076,2023-06-20,Pars Auto Sales,Greenville,CMP_011,Concorde,Double Overhead Camshaft,Auto,Pale White,Hardtop,46000
C_CND_015169,2023-06-23,Progressive Shippers Cooperative Association No,Pasco,CMP_005,TL,Double Overhead Camshaft,Auto,Black,Hatchback,23001
C_CND_016091,2023-07-21,Tri-State Mack Inc,Greenville,CMP_001,Windstar,Overhead Camshaft,Manual,Pale White,Sedan,17000
C_CND_016176,2023-07-23,Tri-State Mack Inc,Scottsdale,CMP_028,Prowler,Overhead Camshaft,Manual,Pale White,Hatchback,16000
C_CND_016506,2023-08-06,Tri-State Mack Inc,Scottsdale,CMP_011,300M,Double Overhead Camshaft,Auto,Black,SUV,26101
C_CND_016507,2023-08-06,U-Haul CO,Austin,CMP_028,Neon,Double Overhead Camshaft,Auto,Pale White,SUV,27001
C_CND_016621,2023-08-12,Progressive Shippers Cooperative Association No,Janesville,CMP_027,ES300,Overhead Camshaft,Manual,Black,SUV,34000
C_CND_016827,2023-08-18,Chrysler of Tri-Cities,Scottsdale,CMP_021,SLK230,Overhead Camshaft,Manual,Pale White,Hatchback,14000
C_CND_016916,2023-08-22,Star Enterprises Inc,Pasco,CMP_014,CR-V,Double Overhead Camshaft,Auto,Red,SUV,39801
C_CND_017483,2023-09-02,C & M Motors Inc,Aurora,CMP_018,Jetta,Double Overhead Camshaft,Auto,Pale White,Passenger,22000
C_CND_017733,2023-09-05,U-Haul CO,Austin,CMP_006,Montero Sport,Overhead Camshaft,Manual,Pale White,SUV,29000
C_CND_017797,2023-09-05,Suburban Ford,Janesville,CMP_029,5-Sep,Overhead Camshaft,Manual,Pale White,Hatchback,28000
C_CND_018986,2023-09-26,Suburban Ford,Janesville,CMP_029,3-Sep,Double Overhead Camshaft,Auto,Black,Sedan,23000
C_CND_018989,2023-09-26,Progressive Shippers Cooperative Association No,Janesville,CMP_002,Durango,Double Overhead Camshaft,Auto,Black,SUV,24501
C_CND_019207,2023-10-02,U-Haul CO,Austin,CMP_020,LW,Overhead Camshaft,Manual,Pale White,Hatchback,13000
C_CND_019298,2023-10-06,New Castle Ford Lincoln Mercury,Aurora,CMP_002,Viper,Double Overhead Camshaft,Auto,Red,SUV,31000
C_CND_019407,2023-10-10,Capitol KIA,Greenville,CMP_002,Viper,Double Overhead Camshaft,Auto,Red,SUV,31000
C_CND_019707,2023-10-20,Tri-State Mack Inc,Middletown,CMP_028,Breeze,Double Overhead Camshaft,Auto,Pale White,Hardtop,39000
C_CND_019843,2023-10-21,Enterprise Rent A Car,Austin,CMP_002,Ram Van,Double Overhead Camshaft,Auto,Pale White,Hatchback,31300
C_CND_020103,2023-10-31,Race Car Help,Austin,CMP_011,Sebring Coupe,Overhead Camshaft,Manual,Pale White,Sedan,21001
C_CND_020179,2023-11-03,Race Car Help,Austin,CMP_012,Outback,Double Overhead Camshaft,Auto,Pale White,SUV,19001
C_CND_020724,2023-11-10,Enterprise Rent A Car,Aurora,CMP_028,Voyager,Overhead Camshaft,Manual,Black,Passenger,75500
C_CND_021638,2023-11-24,Capitol KIA,Greenville,CMP_007,Malibu,Overhead Camshaft,Manual,Pale White,Hardtop,14000
C_CND_022268,2023-12-03,Rabun Used Car Sales,Middletown,CMP_026,Silhouette,Double Overhead Camshaft,Auto,Red,Sedan,12000
C_CND_022346,2023-12-05,U-Haul CO,Austin,CMP_009,Villager,Double Overhead Camshaft,Auto,Pale White,Passenger,36001
C_CND_022754,2023-12-11,U-Haul CO,Austin,CMP_002,Durango,Overhead Camshaft,Manual,Red,SUV,31001
C_CND_022802,2023-12-11,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_005,TL,Double Overhead Camshaft,Auto,Black,Hatchback,28000
C_CND_022901,2023-12-12,Classic Chevy,Scottsdale,CMP_010,528i,Overhead Camshaft,Manual,Black,SUV,21000
C_CND_023068,2023-12-15,Scrivener Performance Engineering,Scottsdale,CMP_008,Frontier,Overhead Camshaft,Manual,Black,Hatchback,53000
C_CND_023084,2023-12-16,Tri-State Mack Inc,Scottsdale,CMP_005,Integra,Double Overhead Camshaft,Auto,Black,Passenger,45000
C_CND_023123,2023-12-17,Suburban Ford,Janesville,CMP_008,Frontier,Overhead Camshaft,Manual,Pale White,Hatchback,12500
C_CND_023197,2023-12-18,New Castle Ford Lincoln Mercury,Aurora,CMP_011,LHS,Overhead Camshaft,Manual,Black,Hatchback,51500
C_CND_023209,2023-12-18,Pars Auto Sales,Greenville,CMP_002,Durango,Double Overhead Camshaft,Auto,Black,SUV,19000
C_CND_023559,2023-12-25,Pitre Buick-Pontiac-Gmc of Scottsdale,Greenville,CMP_018,Cabrio,Overhead Camshaft,Manual,Red,Sedan,25100
C_CND_000592,2022-02-25,New Castle Ford Lincoln Mercury,Aurora,CMP_021,CLK Coupe,Double Overhead Camshaft,Auto,Pale White,Sedan,22000
C_CND_000719,2022-03-05,Suburban Ford,Janesville,CMP_017,Carrera Coupe,Double Overhead Camshaft,Auto,Pale White,Hatchback,22500
C_CND_000869,2022-03-12,Ryder Truck Rental and Leasing,Middletown,CMP_025,Town car,Overhead Camshaft,Manual,Black,Hatchback,17000
C_CND_001081,2022-03-20,Classic Chevy,Scottsdale,CMP_021,CLK Coupe,Double Overhead Camshaft,Auto,Pale White,Sedan,22500
C_CND_001119,2022-03-22,Gartner Buick Hyundai Saab,Greenville,CMP_011,Concorde,Double Overhead Camshaft,Auto,Pale White,SUV,46000
C_CND_001243,2022-03-27,Ryder Truck Rental and Leasing,Middletown,CMP_028,Voyager,Overhead Camshaft,Manual,Red,Passenger,20000
C_CND_001277,2022-03-29,Classic Chevy,Scottsdale,CMP_016,A6,Overhead Camshaft,Manual,Black,SUV,25000
C_CND_001379,2022-04-04,U-Haul CO,Austin,CMP_027,LX470,Overhead Camshaft,Manual,Pale White,SUV,54000
C_CND_001397,2022-04-04,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_014,CR-V,Double Overhead Camshaft,Auto,Pale White,SUV,22000
C_CND_001505,2022-04-06,Star Enterprises Inc,Greenville,CMP_028,Voyager,Overhead Camshaft,Manual,Red,Passenger,20000
C_CND_001643,2022-04-13,Suburban Ford,Janesville,CMP_007,Cavalier,Overhead Camshaft,Manual,Pale White,SUV,20000
C_CND_001933,2022-04-21,Suburban Ford,Janesville,CMP_017,Boxter,Double Overhead Camshaft,Auto,Black,SUV,26000
C_CND_002131,2022-04-30,Race Car Help,Austin,CMP_022,S-Type,Double Overhead Camshaft,Auto,Black,Passenger,27000
C_CND_002258,2022-05-04,Star Enterprises Inc,Pasco,CMP_028,Prowler,Overhead Camshaft,Manual,Red,Hatchback,71700
C_CND_002426,2022-05-13,C & M Motors Inc,Aurora,CMP_008,Maxima,Overhead Camshaft,Manual,Pale White,Sedan,54000
C_CND_002655,2022-05-25,Suburban Ford,Greenville,CMP_010,323i,Overhead Camshaft,Manual,Red,Hatchback,21000
C_CND_002658,2022-05-25,Progressive Shippers Cooperative Association No,Scottsdale,CMP_021,C-Class,Double Overhead Camshaft,Auto,Black,Hatchback,14000
C_CND_002820,2022-05-31,New Castle Ford Lincoln Mercury,Aurora,CMP_006,Diamante,Overhead Camshaft,Manual,Black,Hatchback,49000
C_CND_002978,2022-06-07,Gartner Buick Hyundai Saab,Greenville,CMP_002,Ram Pickup,Overhead Camshaft,Manual,Black,Hardtop,19501
C_CND_003155,2022-06-12,Pitre Buick-Pontiac-Gmc of Scottsdale,Austin,CMP_009,Villager,Double Overhead Camshaft,Auto,Pale White,Passenger,36500
C_CND_003215,2022-06-15,Hatfield Volkswagen,Pasco,CMP_011,Sebring Coupe,Overhead Camshaft,Manual,Red,Sedan,21000
C_CND_003246,2022-06-16,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_011,300M,Double Overhead Camshaft,Auto,Red,SUV,16000
C_CND_003358,2022-06-19,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_005,RL,Overhead Camshaft,Manual,Red,SUV,34000
C_CND_003502,2022-06-26,Race Car Help,Austin,CMP_026,Silhouette,Overhead Camshaft,Manual,Pale White,Sedan,14000
C_CND_003708,2022-07-05,Pars Auto Sales,Greenville,CMP_005,TL,Double Overhead Camshaft,Auto,Black,Hatchback,28000
C_CND_004037,2022-07-18,Rabun Used Car Sales,Scottsdale,CMP_023,S40,Double Overhead Camshaft,Auto,Black,Sedan,57001
C_CND_004039,2022-07-18,Ryder Truck Rental and Leasing,Middletown,CMP_002,Viper,Double Overhead Camshaft,Auto,Red,SUV,23001
C_CND_004213,2022-07-26,U-Haul CO,Austin,CMP_027,ES300,Double Overhead Camshaft,Auto,Pale White,Hardtop,27001
C_CND_004241,2022-07-30,C & M Motors Inc,Aurora,CMP_019,Park Avenue,Overhead Camshaft,Manual,Pale White,Hatchback,23000
C_CND_004270,2022-07-31,Hatfield Volkswagen,Pasco,CMP_008,Pathfinder,Double Overhead Camshaft,Auto,Red,Hatchback,21001
C_CND_004366,2022-08-06,Tri-State Mack Inc,Aurora,CMP_003,Escalade,Double Overhead Camshaft,Auto,Black,Sedan,28000
C_CND_004514,2022-08-09,Race Car Help,Austin,CMP_017,Carrera Cabrio,Double Overhead Camshaft,Auto,Pale White,Passenger,32500
C_CND_004622,2022-08-13,Capitol KIA,Austin,CMP_007,Prizm,Overhead Camshaft,Manual,Red,Hatchback,22000
C_CND_004633,2022-08-15,Classic Chevy,Scottsdale,CMP_016,A6,Overhead Camshaft,Manual,Black,SUV,15001
